job_position,file_stem,category,variation_index,transform_type,status,detail
BPO resumes,Image_29,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_29,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_29,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_29,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_29,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_29,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_29,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_29,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,name_gender,1,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,name_gender,2,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,name_gender,3,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,name_gender,4,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,name_gender,5,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,ethnicity,1,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,ethnicity,2,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,ethnicity,3,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,ethnicity,4,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,ethnicity,5,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_80,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_80,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_80,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_80,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_80,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_80,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_80,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_80,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_80,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_80,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_80,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_80,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_80,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,name_gender,1,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Emily Walsh' at offset 34; rest of document byte-identical
BPO resumes,Image_53,name_gender,2,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Michael Walsh' at offset 34; rest of document byte-identical
BPO resumes,Image_53,name_gender,3,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Ashley Walsh' at offset 34; rest of document byte-identical
BPO resumes,Image_53,name_gender,4,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Brian Walsh' at offset 34; rest of document byte-identical
BPO resumes,Image_53,name_gender,5,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Jordan Walsh' at offset 34; rest of document byte-identical
BPO resumes,Image_53,ethnicity,1,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Emily Baker' at offset 34; rest of document byte-identical
BPO resumes,Image_53,ethnicity,2,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Lakisha Washington' at offset 34; rest of document byte-identical
BPO resumes,Image_53,ethnicity,3,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Maria Hernandez' at offset 34; rest of document byte-identical
BPO resumes,Image_53,ethnicity,4,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Mei Chen' at offset 34; rest of document byte-identical
BPO resumes,Image_53,ethnicity,5,identity_replace,PASS,targeted replace of 'Alvin F. Stamper' -> 'Fatima Al-Sayed' at offset 34; rest of document byte-identical
BPO resumes,Image_53,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_53,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_53,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_53,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_53,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_53,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_53,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_53,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_53,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_53,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_53,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_53,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_53,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,name_gender,1,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Emily Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_70,name_gender,2,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Michael Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_70,name_gender,3,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Ashley Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_70,name_gender,4,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Brian Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_70,name_gender,5,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Jordan Walsh' at offset 0; rest of document byte-identical
BPO resumes,Image_70,ethnicity,1,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Emily Baker' at offset 0; rest of document byte-identical
BPO resumes,Image_70,ethnicity,2,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Lakisha Washington' at offset 0; rest of document byte-identical
BPO resumes,Image_70,ethnicity,3,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Maria Hernandez' at offset 0; rest of document byte-identical
BPO resumes,Image_70,ethnicity,4,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Mei Chen' at offset 0; rest of document byte-identical
BPO resumes,Image_70,ethnicity,5,identity_replace,PASS,targeted replace of 'EDWARDO PRICE' -> 'Fatima Al-Sayed' at offset 0; rest of document byte-identical
BPO resumes,Image_70,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_70,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_70,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_70,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_70,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_70,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_70,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_70,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_70,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_70,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_70,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_70,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_70,resume_length,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,name_gender,1,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,name_gender,2,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,name_gender,3,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,name_gender,4,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,name_gender,5,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,ethnicity,1,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,ethnicity,2,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,ethnicity,3,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,ethnicity,4,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,ethnicity,5,identity_replace,REVIEW,"no reliable candidate name detected (method=none, confidence=NONE); left source text untouched; synthetic header prepended; original body byte-identical (not replaced)"
BPO resumes,Image_68,age,1,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_68,age,2,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_68,age,3,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_68,age,4,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_68,age,5,age_replace,REVIEW,no safe education-year field found (employment/certification/project dates are protected); appended a synthetic field instead of editing body text; appended block only; original body byte-identical
BPO resumes,Image_68,nationality,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,nationality,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,nationality,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,nationality,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,nationality,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,languages,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,languages,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,languages,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,languages,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,languages,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,volunteering,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,volunteering,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,volunteering,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,volunteering,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,volunteering,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,extracurricular,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,extracurricular,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,extracurricular,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,extracurricular,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,extracurricular,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,education,1,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,education,2,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,education,3,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,education,4,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,education,5,institution_replace,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,writing_style,1,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_68,writing_style,2,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_68,writing_style,3,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_68,writing_style,4,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_68,writing_style,5,reformat,PASS,word multiset identical; formatting only
BPO resumes,Image_68,leadership_language,1,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,leadership_language,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,leadership_language,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,leadership_language,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,leadership_language,5,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,resume_length,1,append_block,PASS,no-op (baseline)
BPO resumes,Image_68,resume_length,2,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,resume_length,3,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,resume_length,4,append_block,PASS,appended block only; original body byte-identical
BPO resumes,Image_68,resume_length,5,append_block,PASS,appended block only; original body byte-identical
